# Disease ID,Gene ID,edge_weight
C0020538,4313,1
C0020538,4343,1
C0020538,4363,1
C0020538,4646,1
C0020538,475,1
C0020538,476,1
C0020538,477,1
C0020538,4843,1
C0020538,4846,1
C0020538,486,1
C0020538,4878,1
C0020538,4879,1
C0020538,4881,1
C0020538,490,1
C0020538,492,1
C0020538,4973,1
C0020538,5020,1
C0020538,5054,1
C0020538,51083,1
C0020538,51196,1
C0020538,51752,1
C0020538,5327,1
C0020538,5340,1
C0020538,5443,1
C0020538,5465,1
C0020538,5468,1
C0020538,5473,1
C0020538,54897,1
C0020538,551,1
C0020538,5580,1
C0020538,5624,1
C0020538,56996,1
C0020538,5728,1
C0020538,5741,1
C0020538,5743,1
C0020538,57623,1
C0020538,59272,1
C0020538,596,1
C0020538,5970,1
C0020538,5972,1
C0020538,5997,1
C0020538,6198,1
C0020538,624,1
C0020538,63036,1
C0020538,6337,1
C0020538,6338,1
C0020538,6340,1
C0020538,6347,1
C0020538,6403,1
C0020538,64116,1
C0020538,65125,1
C0020538,65266,1
C0020538,6530,1
C0020538,653361,1
C0020538,6558,1
C0020538,6559,1
C0020538,6647,1
C0020538,6648,1
C0020538,6649,1
C0020538,6786,1
C0020538,6794,1
C0020538,6869,1
C0020538,7040,1
C0020538,7052,1
C0020538,7124,1
C0020538,7148,1
C0020538,7157,1
C0020538,7168,1
C0020538,7200,1
C0020538,7222,1
C0020538,7224,1
C0020538,7349,1
C0020538,7351,1
C0020538,7369,1
C0020538,7412,1
C0020538,7421,1
C0020538,7450,1
C0020538,7518,1
C0020538,775,1
C0020538,781,1
C0020538,783,1
C0020538,7917,1
C0020538,796,1
C0020538,829,1
C0020538,847,1
C0020538,84876,1
C0020538,8490,1
C0020538,857,1
C0020538,8639,1
C0020538,875,1
C0020538,8870,1
C0020538,9351,1
C0020538,9370,1
C0020538,9445,1
C0020538,948,1
C0020538,9943,1
C0349639,10019,1
C0349639,1437,1
C0349639,171023,1
C0349639,1788,1
C0349639,2146,1
C0349639,22800,1
C0349639,23092,1
C0349639,26040,1
C0349639,2624,1
C0349639,3718,1
C0349639,3845,1
C0349639,4763,1
C0349639,4893,1
C0349639,5781,1
C0349639,5880,1
C0349639,6237,1
C0349639,8233,1
C0349639,861,1
C0349639,867,1
C0023343,100499166,1
C0023343,1016,1
C0023343,101928661,1
C0023343,102723878,1
C0023343,10981,1
C0023343,114134,1
C0023343,124460,1
C0023343,1327,1
C0023343,135138,1
C0023343,144811,1
C0023343,149233,1
C0023343,283234,1
C0023343,400757,1
C0023343,4049,1
C0023343,50514,1
C0023343,5071,1
C0023343,55509,1
C0023343,6556,1
C0023343,7096,1
C0023343,7097,1
C0023343,79747,1
C0023343,81861,1
C0023343,8767,1
C0023343,8778,1
C0023343,9173,1
C0023343,9966,1
C0027051,100048912,1
C0027051,10019,1
C0027051,100233226,1
C0027051,10891,1
C0027051,1152,1
C0027051,1158,1
C0027051,134,1
C0027051,1385,1
C0027051,1390,1
C0027051,140,1
C0027051,153090,1
C0027051,1636,1
C0027051,1649,1
C0027051,183,1
C0027051,1952,1
C0027051,2056,1
C0027051,2099,1
C0027051,2147,1
C0027051,2153,1
C0027051,2162,1
C0027051,221458,1
C0027051,221692,1
C0027051,23228,1
C0027051,2626,1
C0027051,2678,1
C0027051,2729,1
C0027051,2730,1
C0027051,2932,1
C0027051,3240,1
C0027051,3291,1
C0027051,3309,1
C0027051,3383,1
C0027051,3440,1
C0027051,348,1
C0027051,3553,1
C0027051,3557,1
C0027051,3569,1
C0027051,3586,1
C0027051,3690,1
C0027051,375056,1
C0027051,3816,1
C0027051,3939,1
C0027051,3957,1
C0027051,4049,1
C0027051,4306,1
C0027051,4313,1
C0027051,4318,1
C0027051,440823,1
C0027051,4625,1
C0027051,472,1
C0027051,4843,1
C0027051,4846,1
C0027051,4878,1
C0027051,4973,1
C0027051,5069,1
C0027051,51330,1
C0027051,5139,1
C0027051,5327,1
C0027051,5328,1
C0027051,53345,1
C0027051,5350,1
C0027051,55759,1
C0027051,5581,1
C0027051,5687,1
C0027051,581,1
C0027051,59,1
C0027051,596,1
C0027051,5972,1
C0027051,598,1
C0027051,6285,1
C0027051,6402,1
C0027051,64805,1
C0027051,6597,1
C0027051,6647,1
C0027051,6648,1
C0027051,7040,1
C0027051,7056,1
C0027051,7077,1
C0027051,7124,1
C0027051,7137,1
C0027051,7292,1
C0027051,7804,1
C0027051,8204,1
C0027051,8315,1
C0027051,836,1
C0027051,847,1
C0027051,8525,1
C0027051,8678,1
C0042109,213,1
C0042109,2205,1
C0042109,240,1
C0042109,2944,1
C0042109,3115,1
C0042109,3119,1
C0042109,3123,1
C0042109,3176,1
C0042109,3383,1
C0042109,3553,1
C0042109,3606,1
C0042109,4353,1
C0042109,6401,1
C0042109,7040,1
C0042109,7124,1
C0042109,7412,1
C0003811,151648,1
C0003811,1636,1
C0003811,183,1
C0003811,1906,1
C0003811,2100,1
C0003811,2697,1
C0003811,287,1
C0003811,2992,1
C0003811,3360,1
C0003811,3757,1
C0003811,3759,1
C0003811,3827,1
C0003811,4986,1
C0003811,4987,1
C0003811,54805,1
C0003811,5502,1
C0003811,551,1
C0003811,5743,1
C0003811,7200,1
C0003811,775,1
C0018995,1356,1
C0018995,148738,1
C0018995,30061,1
C0018995,3077,1
C0018995,3240,1
C0018995,4891,1
C0018995,57817,1
C0018995,650,1
C0018995,654,1
C0018995,6718,1
C0018995,7036,1
C0018995,7124,1
C0030297,10232,1
C0030297,1029,1
C0030297,11009,1
C0030297,1209,1
C0030297,1268,1
C0030297,1269,1
C0030297,1499,1
C0030297,1616,1
C0030297,1647,1
C0030297,1806,1
C0030297,1890,1
C0030297,196,1
C0030297,2030,1
C0030297,2202,1
C0030297,2258,1
C0030297,23022,1
C0030297,2494,1
C0030297,2543,1
C0030297,27086,1
C0030297,28,1
C0030297,3091,1
C0030297,3439,1
C0030297,3440,1
C0030297,3442,1
C0030297,3576,1
C0030297,3651,1
C0030297,3791,1
C0030297,3845,1
C0030297,4061,1
C0030297,4072,1
C0030297,4221,1
C0030297,4318,1
C0030297,4609,1
C0030297,472,1
C0030297,4792,1
C0030297,5328,1
C0030297,5349,1
C0030297,54465,1
C0030297,546,1
C0030297,5468,1
C0030297,5727,1
C0030297,5728,1
C0030297,5743,1
C0030297,5744,1
C0030297,5909,1
C0030297,5925,1
C0030297,598,1
C0030297,6648,1
C0030297,6690,1
C0030297,672,1
C0030297,675,1
C0030297,6750,1
C0030297,6751,1
C0030297,6752,1
C0030297,6753,1
C0030297,6774,1
C0030297,6794,1
C0030297,6847,1
C0030297,688,1
C0030297,7015,1
C0030297,7040,1
C0030297,7124,1
C0030297,7157,1
C0030297,7249,1
C0030297,7298,1
C0030297,7423,1
C0030297,7490,1
C0030297,7873,1
C0030297,79728,1
C0030297,79783,1
C0030297,7980,1
C0030297,84133,1
C0030297,8626,1
C0030297,8743,1
C0030297,8795,1
C0030297,8829,1
C0030297,8837,1
C0030297,9564,1
C0030297,960,1
C0030297,999,1
C0020507,10216,1
C0020507,117579,1
C0020507,1280,1
C0020507,207,1
C0020507,23028,1
C0020507,23476,1
C0020507,2740,1
C0020507,3091,1
C0020507,3162,1
C0020507,3315,1
C0020507,3578,1
C0020507,3596,1
C0020507,3775,1
C0020507,3949,1
C0020507,4143,1
C0020507,4318,1
C0020507,4613,1
C0020507,4780,1
C0020507,4968,1
C0020507,5290,1
C0020507,5597,1
C0020507,5743,1
C0020507,595,1
C0020507,6934,1
C0020507,7040,1
C0020507,7538,1
C0030354,1026,1
C0030354,1728,1
C0030354,1956,1
C0030354,2064,1
C0030354,3265,1
C0030354,4953,1
C0030354,5743,1
C0030354,595,1
C0030354,6648,1
C0030354,6698,1
C0030354,7040,1
C0030193,10887,1
C0030193,1268,1
C0030193,1312,1
C0030193,133,1
C0030193,1392,1
C0030193,1437,1
C0030193,1440,1
C0030193,1813,1
C0030193,1906,1
C0030193,207,1
C0030193,213,1
C0030193,23236,1
C0030193,2643,1
C0030193,27185,1
C0030193,2902,1
C0030193,3060,1
C0030193,3082,1
C0030193,3084,1
C0030193,3231,1
C0030193,3269,1
C0030193,3350,1
C0030193,3363,1
C0030193,3440,1
C0030193,3557,1
C0030193,3558,1
C0030193,358,1
C0030193,3827,1
C0030193,400680,1
C0030193,4878,1
C0030193,4923,1
C0030193,4986,1
C0030193,5020,1
C0030193,5173,1
C0030193,5179,1
C0030193,5368,1
C0030193,5443,1
C0030193,551,1
C0030193,623,1
C0030193,624,1
C0030193,6548,1
C0030193,6863,1
C0030193,7124,1
C0030193,7200,1
C0030193,7432,1
C0030193,7442,1
C0030193,781,1
C0030193,8989,1
C0030193,9177,1
C0000768,10683,1
C0000768,1295,1
C0000768,1317,1
C0000768,156,1
C0000768,2138,1
C0000768,2332,1
C0000768,2348,1
C0000768,4851,1
C0000768,6299,1
C0000768,6495,1
C0000768,9314,1
C1834752,114609,1
C1834752,1154,1
C1834752,1522,1
C1834752,30835,1
C1834752,3431,1
C1834752,345611,1
C1834752,3458,1
C1834752,3459,1
C1834752,4159,1
C1834752,6347,1
C1834752,6556,1
C1834752,7097,1
C0022658,1026,1
C0022658,10665,1
C0022658,10736,1
C0022658,11136,1
C0022658,1191,1
C0022658,142,1
C0022658,1440,1
C0022658,147,1
C0022658,1471,1
C0022658,1489,1
C0022658,150280,1
C0022658,1509,1
C0022658,1536,1
C0022658,1558,1
C0022658,1577,1
C0022658,1636,1
C0022658,1728,1
C0022658,183,1
C0022658,185,1
C0022658,1906,1
C0022658,1950,1
C0022658,2056,1
C0022658,210,1
C0022658,213,1
C0022658,2243,1
C0022658,2247,1
C0022658,23322,1
C0022658,2628,1
C0022658,26762,1
C0022658,27283,1
C0022658,284086,1
C0022658,29108,1
C0022658,2950,1
C0022658,301,1
C0022658,3075,1
C0022658,3116,1
C0022658,3207,1
C0022658,3237,1
C0022658,3479,1
C0022658,3557,1
C0022658,3934,1
C0022658,3953,1
C0022658,4036,1
C0022658,406967,1
C0022658,406991,1
C0022658,4353,1
C0022658,4524,1
C0022658,4601,1
C0022658,4780,1
C0022658,4843,1
C0022658,4867,1
C0022658,4868,1
C0022658,4881,1
C0022658,50484,1
C0022658,5125,1
C0022658,54361,1
C0022658,5443,1
C0022658,5465,1
C0022658,54805,1
C0022658,54974,1
C0022658,55244,1
C0022658,55764,1
C0022658,567,1
C0022658,5696,1
C0022658,57007,1
C0022658,5743,1
C0022658,59,1
C0022658,5950,1
C0022658,5972,1
C0022658,65125,1
C0022658,6559,1
C0022658,6582,1
C0022658,6648,1
C0022658,6678,1
C0022658,7015,1
C0022658,7020,1
C0022658,7033,1
C0022658,7040,1
C0022658,7055,1
C0022658,7369,1
C0022658,793,1
C0022658,79809,1
C0022658,834,1
C0022658,8437,1
C0022658,84560,1
C0022658,84662,1
C0022658,90865,1
C0022658,9104,1
C0022658,9365,1
C0022658,9899,1
C0206062,100128334,1
C0206062,10144,1
C0206062,1314,1
C0206062,151827,1
C0206062,1832,1
C0206062,23250,1
C0206062,29119,1
C0206062,3712,1
C0206062,4137,1
C0206062,4583,1
C0206062,64478,1
C0206062,64798,1
C0206062,6648,1
C0206062,7015,1
C0206062,79991,1
C0206062,91039,1
C0007117,100048912,1
C0007117,100307118,1
C0007117,100307119,1
C0007117,100307120,1
C0007117,100307121,1
C0007117,100307122,1
C0007117,100307123,1
C0007117,130540,1
C0007117,26166,1
C0007117,2736,1
C0007117,353238,1
C0007117,3569,1
C0007117,378805,1
C0007117,3852,1
C0007117,3872,1
C0007117,4157,1
C0007117,434,1
C0007117,51151,1
C0007117,5727,1
C0007117,5921,1
C0007117,6608,1
C0007117,7015,1
C0007117,7053,1
C0007117,7157,1
C0007117,7299,1
C0007117,7507,1
C0007117,7517,1
C0007117,81037,1
C0007117,8643,1
C2239176,100124700,1
C2239176,100507436,1
C2239176,1012,1
C2239176,101929072,1
C2239176,1027,1
C2239176,1029,1
C2239176,1033,1
C2239176,10468,1
C2239176,10476,1
C2239176,1050,1
C2239176,1051,1
C2239176,1052,1
C2239176,10537,1
C2239176,10553,1
C2239176,10788,1
C2239176,10961,1
C2239176,10987,1
C2239176,11315,1
C2239176,117145,1
C2239176,118,1
C2239176,122953,1
C2239176,1230,1
C2239176,1312,1
C2239176,1356,1
C2239176,1401,1
C2239176,1499,1
C2239176,1509,1
C2239176,1540,1
C2239176,1543,1
C2239176,1571,1
C2239176,1586,1
C2239176,1636,1
C2239176,1646,1
C2239176,174,1
C2239176,1806,1
C2239176,1869,1
C2239176,1950,1
C2239176,1956,1
C2239176,196528,1
C2239176,2,1
C2239176,2023,1
C2239176,2052,1
C2239176,2099,1
C2239176,2108,1
C2239176,2147,1
C2239176,2171,1
C2239176,2182,1
C2239176,2194,1
C2239176,2203,1
C2239176,2222,1
C2239176,2248,1
C2239176,2249,1
C2239176,22937,1
C2239176,2305,1
C2239176,23095,1
C2239176,2353,1
C2239176,2475,1
C2239176,2597,1
C2239176,2658,1
C2239176,2705,1
C2239176,2719,1
C2239176,27232,1
C2239176,2752,1
C2239176,2810,1
C2239176,2897,1
C2239176,29108,1
C2239176,29126,1
C2239176,2923,1
C2239176,2944,1
C2239176,2950,1
C2239176,307,1
C2239176,3082,1
C2239176,3083,1
C2239176,31,1
C2239176,3148,1
C2239176,3156,1
C2239176,324,1
C2239176,325,1
C2239176,3265,1
C2239176,328,1
C2239176,3284,1
C2239176,3309,1
C2239176,3313,1
C2239176,3315,1
C2239176,332,1
C2239176,335,1
C2239176,3417,1
C2239176,3439,1
C2239176,3476,1
C2239176,3480,1
C2239176,3481,1
C2239176,3482,1
C2239176,3491,1
C2239176,3569,1
C2239176,3576,1
C2239176,3660,1
C2239176,3667,1
C2239176,367,1
C2239176,3699,1
C2239176,3725,1
C2239176,3845,1
C2239176,3954,1
C2239176,406906,1
C2239176,4143,1
C2239176,4199,1
C2239176,4233,1
C2239176,4297,1
C2239176,4313,1
C2239176,4318,1
C2239176,4353,1
C2239176,4489,1
C2239176,4502,1
C2239176,4598,1
C2239176,4609,1
C2239176,47,1
C2239176,472,1
C2239176,4780,1
C2239176,4792,1
C2239176,4830,1
C2239176,50,1
C2239176,51,1
C2239176,5105,1
C2239176,51085,1
C2239176,51360,1
C2239176,5155,1
C2239176,5157,1
C2239176,5218,1
C2239176,5226,1
C2239176,5230,1
C2239176,5243,1
C2239176,5244,1
C2239176,5245,1
C2239176,5265,1
C2239176,5267,1
C2239176,5290,1
C2239176,5315,1
C2239176,5317,1
C2239176,5468,1
C2239176,5469,1
C2239176,5502,1
C2239176,55840,1
C2239176,57016,1
C2239176,5743,1
C2239176,5747,1
C2239176,57492,1
C2239176,57509,1
C2239176,5836,1
C2239176,58508,1
C2239176,5879,1
C2239176,5914,1
C2239176,5925,1
C2239176,595,1
C2239176,598,1
C2239176,60,1
C2239176,6194,1
C2239176,6197,1
C2239176,6240,1
C2239176,6241,1
C2239176,6319,1
C2239176,6348,1
C2239176,637,1
C2239176,6387,1
C2239176,64399,1
C2239176,6502,1
C2239176,6513,1
C2239176,6514,1
C2239176,6528,1
C2239176,6648,1
C2239176,6720,1
C2239176,6721,1
C2239176,6772,1
C2239176,6775,1
C2239176,6888,1
C2239176,693200,1
C2239176,7001,1
C2239176,7015,1
C2239176,7039,1
C2239176,7040,1
C2239176,7054,1
C2239176,7157,1
C2239176,7248,1
C2239176,7263,1
C2239176,7298,1
C2239176,7345,1
C2239176,735,1
C2239176,7372,1
C2239176,7376,1
C2239176,7412,1
C2239176,7571,1
C2239176,760,1
C2239176,7832,1
C2239176,7980,1
C2239176,80381,1
C2239176,8289,1
C2239176,8312,1
C2239176,83597,1
C2239176,83932,1
C2239176,83940,1
C2239176,8407,1
C2239176,841,1
C2239176,8431,1
C2239176,8660,1
C2239176,8667,1
C2239176,87178,1
C2239176,8720,1
C2239176,873,1
C2239176,8743,1
C2239176,8805,1
C2239176,8826,1
C2239176,8900,1
C2239176,898,1
C2239176,89885,1
C2239176,9021,1
C2239176,9099,1
C2239176,9353,1
C2239176,9510,1
C2239176,9518,1
C2239176,9588,1
C2239176,9681,1
C2239176,9757,1
C2239176,9965,1
C2239176,9971,1
C0206726,10460,1
C0206726,1555,1
C0206726,1562,1
C0206726,1956,1
C0206726,2260,1
C0206726,2261,1
C0206726,3417,1
C0206726,346288,1
C0206726,4255,1
C0206726,4792,1
C0206726,5447,1
C0206726,5468,1
C0206726,6867,1
C0206726,7157,1
C0206726,7422,1
C0206726,8216,1
C0948089,1152,1
C0948089,1158,1
C0948089,1401,1
C0948089,2023,1
C0948089,2597,1
C0948089,2923,1
C0948089,2934,1
C0948089,2950,1
C0948089,3312,1
C0948089,3329,1
C0948089,338382,1
C0948089,3690,1
C0948089,3945,1
C0948089,397,1
C0948089,4318,1
C0948089,462,1
C0948089,5069,1
C0948089,5444,1
C0948089,5689,1
C0948089,6648,1
C0948089,7099,1
C0948089,71,1
C0948089,7124,1
C0948089,7137,1
C0948089,7139,1
C0948089,7171,1
C0948089,7414,1
C0948089,7431,1
C0948089,81027,1
C0948089,832,1
C0948089,84790,1
C0029927,1001,1
C0029927,11249,1
C0029927,1301,1
C0029927,1586,1
C0029927,1675,1
C0029927,186,1
C0029927,221472,1
C0029927,245972,1
C0029927,2554,1
C0029927,25789,1
C0029927,266,1
C0029927,283,1
C0029927,2857,1
C0029927,3549,1
C0029927,391051,1
C0029927,4237,1
C0029927,4790,1
C0029927,5071,1
C0029927,51643,1
C0029927,5195,1
C0029927,55110,1
C0029927,55699,1
C0029927,56287,1
C0029927,5734,1
C0029927,5742,1
C0029927,6125,1
C0029927,6424,1
C0029927,7025,1
C0029927,7111,1
C0029927,713,1
C0029927,784,1
C0029927,8174,1
C0029927,91937,1
C0029927,931,1
C0029927,9397,1
C0036346,124925,1
C0036346,192134,1
C0036346,23024,1
C0036346,3339,1
C0036346,339231,1
C0036346,341640,1
C0036346,342667,1
C0036346,3655,1
C0036346,387509,1
C0036346,4232,1
C0036346,5740,1
C0036346,5970,1
C0036346,6262,1
C0036346,84630,1
C0036346,91662,1
C0036346,9569,1
C0206686,1029,1
C0206686,1499,1
C0206686,1616,1
C0206686,1956,1
C0206686,3480,1
C0206686,3481,1
C0206686,4221,1
C0206686,5243,1
C0206686,5925,1
C0206686,6240,1
C0206686,6678,1
C0206686,673,1
C0206686,7015,1
C0206686,7153,1
C0206686,7157,1
C0206686,84133,1
C0206686,9968,1
C0036341,10000,1
C0036341,100196913,1
C0036341,100329170,1
C0036341,100507431,1
C0036341,100528007,1
C0036341,100528016,1
C0036341,1012,1
C0036341,101927134,1
C0036341,101927279,1
C0036341,101928630,1
C0036341,101928882,1
C0036341,10198,1
C0036341,102724457,1
C0036341,10274,1
C0036341,10641,1
C0036341,10659,1
C0036341,10718,1
C0036341,10752,1
C0036341,10806,1
C0036341,10814,1
C0036341,10815,1
C0036341,1108,1
C0036341,1116,1
C0036341,11278,1
C0036341,113,1
C0036341,1136,1
C0036341,115111,1
C0036341,116369,1
C0036341,116987,1
C0036341,1182,1
C0036341,119032,1
C0036341,119749,1
C0036341,1268,1
C0036341,1281,1
C0036341,131177,1
C0036341,1312,1
C0036341,132200,1
C0036341,133482,1
C0036341,1356,1
C0036341,146279,1
C0036341,147657,1
C0036341,147929,1
C0036341,152330,1
C0036341,160777,1
C0036341,1610,1
C0036341,166378,1
C0036341,1739,1
C0036341,1806,1
C0036341,1812,1
C0036341,1813,1
C0036341,1814,1
C0036341,1815,1
C0036341,1983,1
C0036341,203062,1
C0036341,207,1
C0036341,2107,1
C0036341,220988,1
C0036341,221393,1
C0036341,222698,1
C0036341,2242,1
C0036341,2260,1
C0036341,22854,1
C0036341,22906,1
C0036341,22978,1
C0036341,22997,1
C0036341,23228,1
C0036341,23236,1
C0036341,23293,1
C0036341,23314,1
C0036341,23339,1
C0036341,23731,1
C0036341,23774,1
C0036341,23780,1
C0036341,2475,1
C0036341,255101,1
C0036341,2559,1
C0036341,2561,1
C0036341,2563,1
C0036341,2571,1
C0036341,2572,1
C0036341,25791,1
C0036341,25797,1
C0036341,25874,1
C0036341,259173,1
C0036341,26047,1
C0036341,26051,1
C0036341,26058,1
C0036341,267012,1
C0036341,2694,1
C0036341,27184,1
C0036341,27185,1
C0036341,27257,1
C0036341,280636,1
C0036341,2823,1
C0036341,284217,1
C0036341,288,1
C0036341,2887,1
C0036341,2898,1
C0036341,2901,1
C0036341,2903,1
C0036341,2904,1
C0036341,2906,1
C0036341,2908,1
C0036341,29115,1
C0036341,29119,1
C0036341,2912,1
C0036341,2913,1
C0036341,2931,1
C0036341,2932,1
C0036341,2989,1
C0036341,3084,1
C0036341,3094,1
C0036341,3123,1
C0036341,319100,1
C0036341,3240,1
C0036341,3269,1
C0036341,3356,1
C0036341,3362,1
C0036341,3363,1
C0036341,338442,1
C0036341,339230,1
C0036341,347689,1
C0036341,348,1
C0036341,348327,1
C0036341,348751,1
C0036341,348980,1
C0036341,3553,1
C0036341,3559,1
C0036341,3569,1
C0036341,3570,1
C0036341,3632,1
C0036341,3699,1
C0036341,3700,1
C0036341,3703,1
C0036341,3791,1
C0036341,3836,1
C0036341,387032,1
C0036341,387509,1
C0036341,3908,1
C0036341,400765,1
C0036341,4035,1
C0036341,404686,1
C0036341,406928,1
C0036341,407025,1
C0036341,407026,1
C0036341,4124,1
C0036341,4129,1
C0036341,4160,1
C0036341,4233,1
C0036341,4524,1
C0036341,4538,1
C0036341,4729,1
C0036341,4775,1
C0036341,4790,1
C0036341,4842,1
C0036341,4855,1
C0036341,488,1
C0036341,4900,1
C0036341,4908,1
C0036341,4914,1
C0036341,4923,1
C0036341,5021,1
C0036341,5045,1
C0036341,5062,1
C0036341,5108,1
C0036341,51150,1
C0036341,5142,1
C0036341,5245,1
C0036341,5286,1
C0036341,5291,1
C0036341,5362,1
C0036341,5371,1
C0036341,54659,1
C0036341,54805,1
C0036341,54806,1
C0036341,551,1
C0036341,55206,1
C0036341,55366,1
C0036341,55568,1
C0036341,55717,1
C0036341,55733,1
C0036341,55737,1
C0036341,55741,1
C0036341,55824,1
C0036341,5587,1
C0036341,5625,1
C0036341,5639,1
C0036341,5649,1
C0036341,56603,1
C0036341,56924,1
C0036341,56957,1
C0036341,57142,1
C0036341,57188,1
C0036341,5740,1
C0036341,57412,1
C0036341,57476,1
C0036341,57502,1
C0036341,57688,1
C0036341,5816,1
C0036341,5973,1
C0036341,5999,1
C0036341,6002,1
C0036341,60493,1
C0036341,607,1
C0036341,619488,1
C0036341,627,1
C0036341,6347,1
C0036341,6365,1
C0036341,6377,1
C0036341,6378,1
C0036341,63826,1
C0036341,63944,1
C0036341,641372,1
C0036341,6426,1
C0036341,64478,1
C0036341,6472,1
C0036341,64919,1
C0036341,65078,1
C0036341,6529,1
C0036341,6531,1
C0036341,6532,1
C0036341,6671,1
C0036341,6733,1
C0036341,6854,1
C0036341,6855,1
C0036341,6863,1
C0036341,6925,1
C0036341,694,1
C0036341,6942,1
C0036341,7057,1
C0036341,7124,1
C0036341,7157,1
C0036341,7166,1
C0036341,7434,1
C0036341,7444,1
C0036341,7726,1
C0036341,775,1
C0036341,783,1
C0036341,79018,1
C0036341,80145,1
C0036341,80832,1
C0036341,816,1
C0036341,8204,1
C0036341,8295,1
C0036341,837,1
C0036341,8379,1
C0036341,83857,1
C0036341,83943,1
C0036341,8400,1
C0036341,8401,1
C0036341,84062,1
C0036341,84334,1
C0036341,8452,1
C0036341,84547,1
C0036341,84628,1
C0036341,84678,1
C0036341,8542,1
C0036341,8787,1
C0036341,8806,1
C0036341,8991,1
C0036341,90139,1
C0036341,90273,1
C0036341,90952,1
C0036341,91574,1
C0036341,9162,1
C0036341,91752,1
C0036341,92017,1
C0036341,9378,1
C0036341,94026,1
C0036341,9508,1
C0036341,9600,1
C0036341,9628,1
C0036341,9638,1
C0036341,9651,1
C0036341,9685,1
C0036341,9745,1
C0036341,9821,1
C0036341,9839,1
C0036341,9947,1
C0036341,9993,1
C0333641,1191,1
C0333641,1544,1
C0333641,196,1
C0333641,3557,1
C0333641,54982,1
C0333641,5595,1
C0333641,6198,1
C0333641,6505,1
C0333641,6774,1
C0333641,84676,1
C1800706,100128977,1
C1800706,10144,1
C1800706,1832,1
C1800706,23250,1
C1800706,255520,1
C1800706,5073,1
C1800706,51750,1
C1800706,5328,1
C1800706,54472,1
C1800706,6440,1
C1800706,653509,1
C1800706,7012,1
C1800706,7015,1
C1800706,727897,1
C1800706,729238,1
C1800706,79991,1
C1800706,91039,1
C0431362,2253,1
C0431362,2619,1
C0431362,2736,1
C0431362,28514,1
C0431362,4838,1
C0431362,50937,1
C0431362,5727,1
C0431362,6469,1
C0431362,6496,1
C0431362,6997,1
C0431362,7050,1
C0431362,7546,1
C0431362,84976,1
C0431362,8928,1
C0431363,2253,1
C0431363,2619,1
C0431363,2736,1
C0431363,28514,1
C0431363,4838,1
C0431363,50937,1
C0431363,5727,1
C0431363,6469,1
C0431363,6496,1
C0431363,6997,1
C0431363,7050,1
C0431363,7546,1
C0431363,84976,1
C0431363,8928,1
C0021051,1675,1
C0021051,1789,1
C0021051,3075,1
C0021051,3953,1
C0021051,57724,1
C0021051,713,1
C0021051,718,1
C0021051,720,1
C0021051,727,1
C0021051,731,1
C0021051,732,1
C0021051,735,1
C0021051,7535,1
C0021051,775,1
C0021051,8547,1
C0021051,916,1
C0021051,948,1
C0004134,131669,1
C0004134,1356,1
C0004134,1960,1
C0004134,22,1
C0004134,2554,1
C0004134,2557,1
C0004134,348980,1
C0004134,372,1
C0004134,4864,1
C0004134,538,1
C0004134,6334,1
C0004134,6513,1
C0004134,773,1
C0004134,785,1
C0004134,9254,1
C0279628,1029,1
C0279628,1794,1
C0279628,23111,1
C0279628,23373,1
C0279628,27086,1
C0279628,4089,1
C0279628,4745,1
C0279628,5290,1
C0279628,56033,1
C0279628,5743,1
C0279628,7099,1
C0279628,7157,1
C0279628,8289,1
C0279628,9844,1
C0035334,10002,1
C0035334,10210,1
C0035334,10461,1
C0035334,10594,1
C0035334,123016,1
C0035334,1258,1
C0035334,1259,1
C0035334,130557,1
C0035334,138050,1
C0035334,1406,1
C0035334,145226,1
C0035334,22926,1
C0035334,23020,1
C0035334,23418,1
C0035334,23568,1
C0035334,23746,1
C0035334,24,1
C0035334,24148,1
C0035334,25794,1
C0035334,26121,1
C0035334,26160,1
C0035334,2979,1
C0035334,3000,1
C0035334,3420,1
C0035334,346007,1
C0035334,3614,1
C0035334,375298,1
C0035334,388939,1
C0035334,4117,1
C0035334,4647,1
C0035334,4751,1
C0035334,4901,1
C0035334,50939,1
C0035334,5145,1
C0035334,5148,1
C0035334,5158,1
C0035334,55812,1
C0035334,55857,1
C0035334,55975,1
C0035334,57096,1
C0035334,57709,1
C0035334,583,1
C0035334,5949,1
C0035334,5961,1
C0035334,5995,1
C0035334,6010,1
C0035334,6017,1
C0035334,6094,1
C0035334,6100,1
C0035334,6101,1
C0035334,6102,1
C0035334,6103,1
C0035334,6114,1
C0035334,6116,1
C0035334,6121,1
C0035334,6295,1
C0035334,64218,1
C0035334,7274,1
C0035334,7275,1
C0035334,7287,1
C0035334,7399,1
C0035334,7401,1
C0035334,7439,1
C0035334,762,1
C0035334,768206,1
C0035334,79797,1
C0035334,79947,1
C0035334,80025,1
C0035334,84100,1
C0035334,84140,1
C0035334,8481,1
C0035334,8842,1
C0035334,9094,1
C0035334,9128,1
C0035334,9129,1
C0035334,92211,1
C0035334,9227,1
C0035334,94137,1
C0035334,9742,1
C0279626,100048912,1
C0279626,1026,1
C0279626,1029,1
C0279626,1072,1
C0279626,113278,1
C0279626,116,1
C0279626,1192,1
C0279626,120114,1
C0279626,1244,1
C0279626,125,1
C0279626,130540,1
C0279626,1381,1
